news,masked headline,ans,predicted_ans,calculation,response
"(Feb 27, 2015  8:24 AM) Sleeping more than eight hours a night? That may be too much of a good thing, because you're more likely to suffer a stroke, according to a study out of the University of Cambridge. Researchers analyzed the sleep patterns of nearly 10000 people ages 42 to 81 in the UK, and they report in the journal Neurology that based on nearly a decade of follow-up and 346 reported strokes, older adults who sleep more than eight hours a night are 46% more likely to suffer a stroke than adults who slept six to eight hours. That risk is actually four times greater when people went from sleeping for less than six hours at the beginning of the study to more than 8 as the years passed, per a Eureka Alert press release. The researchers adjusted for several factors, including age and sex, and their findings were strikingly consistent with what they found in a review of the combined data of 11 similar studies spanning 560000 people in seven countries. But in terms of age and sex, the Los Angeles Times notes the following: The link between the risk and sleep length was a little stronger for women, and the increased stroke risk was only seen in those eight-plus-hours sleepers who were 63 or older. The researchers caution that it remains unclear whether longer sleep duration is a symptom or cause of stroke risk. Says one,  With further research, we may find that excessive sleep proves to be an early indicator of increased stroke risk.  (Experts have just revealed how much sleep you should be averaging a night based on your age.)",How More Than [MASK] Hours of Sleep Could Be Bad for You,8,8,Copy(8),"{
  ""ans"": ""8""
}"
"(Dec 18, 2015  1:44 PM) President Barack Obama is commuting the sentences of 95 offenders and pardoning two more in a year-end spree. Almost all of those receiving commuted sentences are non-violent drug offenders. Many were convicted of distributing or possessing cocaine or crack-cocaine. Obama is also pardoning an Ohio man sentenced to probation in a counterfeiting case and a Virginia woman sentenced to home detention and supervised release in a bank fraud case. The commutations are the most that Obama has issued at once time. The commutations aim to build momentum for Obama's broader push on criminal justice reform. Obama has sought to alleviate overcrowding in US prisons by easing steep punishments for non-violent offenders. The White House has been working with lawmakers from both parties in an effort to overhaul US sentencing.",Obama Commutes [MASK] Sentences to End the Year,95,95,Copy(95),"{
  ""ans"": 95
}"
"(Aug 20, 2008  5:05 AM CDT) James Robinson, 8, shares more than a name with a pilot and a former assistant attorney general, CNN reports. All three have found themselves on the government's terrorist watch list and must verify they're not James Robinson, suspected terrorist, before they can fly. Little James was first held up at an airport at age 5. Asked if he's a terrorist, James replies  I don't know --because he doesn't understand what a terrorist is. The ACLU estimates a million names have been added to the terrorist watch list since the 9/11 attacks, although FBI officials insist there are only 400000. Besides being unfeasibly long and crammed with incorrectly flagged names, the list may also be largely ineffective. The James Robinsons have found that flying as Jim Robinson or J. Robinson avoids check-in hassles.","Boy, [MASK], Makes 'Terror Watch List'",8,8,Copy(8),"{
  ""ans"": 8
}"
"(Feb 8, 2009  7:33 PM) Criminal defendants who skipped court dates in Philadelphia owe the city a total of $1 billion, the Philadelphia Inquirer reports. For decades, the city has done little to try to collect full bail payments from those who don't show. Critics say the system is farcical.  Bail judgments just aren't paid off unless something miraculous happens,  said a court administrator. Adds another:  It's a nasty process to collect.  New York and other cities expect 100% up front, prompting many defendants to go through private bail firms. In Philadelphia, courts do little to ensure people's ability to pay, critics say, and city lawyers don't go after the money. Prompted by the Inquirer, Philly has hired a collection agency to pursue the money--as the mayor pushes for a $1 billion cut in the city's 5-year spending plan.",30 Years of Bail Jumpers Owe Philly $[MASK]B,1,1,Copy(1),"{
  ""ans"": ""1""
}"
"(Nov 7, 2014  4:30 AM) The massive security breach Home Depot went public with in September didn't stop at 56 million credit cards. The country's biggest home-improvement retailer announced yesterday that hackers also stole 53 million email addresses--though not passwords or other personal info. Still, the company said customers should be on the lookout for phishing scams that try to get people to disclose personal details, reports the AP. Hackers reportedly stole a third-party vendor's login credentials to access Home Depot's network and install malware on self-checkout registers that then accessed the credit card and email data. It was designed to evade antivirus software, but Home Depot says the malware has been  eliminated,  reports USA Today. The security breach was bigger than Target's in 2013, which exposed 40 million credit and debit cards. Michaels, SuperValu, and Neiman Marcus have also been targeted in similar but smaller breaches. Home Depot's stock rose 5 cents yesterday, while shares have gained 18% this year. It's due to announce fiscal third-quarter results on Nov. 18. (Home Depot previously announced its customers won't be liable for fraudulent credit card charges.)",Home Depot Hackers Nabbed [MASK]M Email Addresses,53,53,Copy(53),"{""ans"": ""53""}"
"(Sep 6, 2009  6:25 PM CDT) British and French researchers say they have discovered three genes that may cause 20% of Alzheimer's cases, the Times of London reports. In the largest genetic probe of Alzheimer's so far, British experts discovered two dementia-causing genes; French scientists found a third in a separate study. The genes may account for brain inflammation and lead to treatments using anti-inflammatory drugs like aspirin and ibuprofen, scientists say.  If we were able to remove the detrimental  effects of these genes through treatments, we could reduce the proportion of  people developing Alzheimer's by 20 per cent,  one scientist says.  In the UK alone this would  prevent just under 100000 people developing the disease.  Previously, experts had considered inflammation to be a side-effect of Alzheimer's, not a cause.",Alzheimer's Breakthrough Could Avert [MASK]% of Cases,20,20,Copy(20),"{
  ""ans"": ""20""
}"
"(Oct 21, 2011  10:59 AM CDT) Beyonce and Jay-Z are sparing no expense when it comes to their baby: The couple is planning a 2200-square-foot nursery inside their TriBeCa apartment, the Daily Mail reports, citing Us. One amusing quote from an insider:  Some people are like, 'Won't you be scared to leave your baby in that huge room?'  Plus, MediaTakeOut reports that she traded her Maybach for a mom van ... if by mom van, you mean a $1 million customized Mercedes van that includes, among other necessities, a $150000 audio system, a full bathroom complete with a shower, and wiring for DirecTV and wi-fi. In another one of the many signs that Beyonce's pregnancy is nothing like yours, the Mail also notes that Bey was assisted out of said mom van by not one, but two helpers as she arrived at a meeting in New York yesterday.",Beyonce Buys $[MASK]M 'Mom Van',1,1,Copy(1),"{""ans"": ""1""}"
"(Oct 1, 2009  10:20 AM CDT) When Democrats took over Congress in 2006, they did... well, basically nothing. But all that was supposed to change when they got their unstoppable 60-vote  super majority,  right? Jon Stewart sure thought so.  They'd be like a bear with chainsaws instead of paws!  he cried. So why did two attempts to get a public option out of the Senate Finance Committee fail?  A bear with chainsaws for paws can't get a bill out of the finance committee?  the Daily Show host marveled. Declaring Republican arguments  nonsense,  he concluded,  Democrats couldn't get laid in a house whose sole purpose is to have consequence and disease-free sex with legislators on finance committees.",Stewart: So Much for [MASK] Votes,60,60,Copy(60),"{""ans"": ""60""}"
"(Mar 27, 2018  2:41 AM CDT) Advocates say the change is simple common sense--but critics say it doesn't make a lot of sense to hold a census that won't accurately count the population. The Commerce Department has confirmed that the 2020 census will include a question about citizenship, a move that opponents warn will cause undocumented immigrants not to fill in the form, leading to a major undercount in states including Texas and California, NBC reports. The Commerce Department says the question is nothing new, noting that there was a question about citizenship on every decennial census from 1820 to 1950. The census--which is meant to count the entire population, citizens or not--is used to determine federal funding levels and representation in Congress, among other things.  The President wants the 2020 United States Census to ask people whether or not they are citizens,  the Trump campaign said in email to supporters last week, per CNN.  In another era, this would be COMMON SENSE... but 19 attorneys general said they will fight the President if he dares to ask people if they are citizens.  The attorneys general in opposition include California's Xavier Becerra. In an op-ed at the San Francisco Chronicle, he writes that the move  would discourage noncitizens and their citizen family members from responding to the census, resulting in a less accurate population count.  This would not only reduce funding for public services, it would violate the Constitution's requirement for an  actual enumeration  of the population, he writes.",Controversial Change Is Coming to [MASK] Census,2020,2020,Copy(2020),"{
  ""ans"": 2020
}"
"(Nov 3, 2009  8:41 AM) Berkshire Hathaway has agreed to buy up the 77.4% of railroad operator Burlington Northern Santa Fe it didn't already own for $26 billion, in what would be Warren Buffett's largest acquisition ever.  It's an all-in wager on the economic future of the United States,  says Buffett.  I love those bets.  Buffett says he uses railroad data as an indicator of the nation's financial health. Most railroad executives believe that freight volume has bottomed, and that the industry is poised to recover, and Burlington is seen as one of the best-run operators, the Wall Street Journal reports. Berkshire will pay $100 per share, a 31% premium on yesterday's closing price, meaning the deal values the company at $34 billion.","Buffett Bets on Recovery, Buys Burlington for $[MASK]B",26,26,Copy(26),"{""ans"": ""26""}"
"(Apr 6, 2009  1:27 AM CDT) President Obama's chief economic adviser worked as a consultant only one day a week for the DE Shaw & Company hedge fund in New York, which paid him an eye-popping $5.2 million in just two years. Larry Summers was a prized  marquee  consultant who met with clients regularly, and eagerly used his clout to help Shaw make billions, reports the New York Times. But that lucrative relationship is now casting a shadow over Summers' work attempting to revive the economy. Summers presents his hedge fund stint as merely part-time work, and says the Wall Street insight he gained is helping shape strategy to revive the financial industry. But critics say Summers' ties raise questions about whether the government economic overhaul he's engineering will benefit Wall Street companies at taxpayer expense.  This is what might be called contamination. Did Summers spend so much time with the hedge fund or investors that he started to think like them?  asks a public policy professor.",$[MASK]M Wall St. Ties Haunt President's Economic Czar,5.2,5.2,Copy(5.2),"{""ans"": 5.2}"
"(Oct 8, 2015  9:49 AM CDT) When young adults in the US reach the age of majority, they take on full legal responsibility for themselves and can do fun things like vote, sign contracts, and open bank accounts. In Japan, the same milestone means they get hit with rent charges and manifestos from their parents on how they're pretty much on their own now. At least, that's the case for Japanese Twitter user @zamayuma1004, who tweeted photos last week of the special gift his mom and dad presented him on the occasion of his 20th birthday (the Japanese age of majority). Beautifully wrapped in an envelope tied with red and white string was a letter titled  Notice of Expiration of Child-Rearing Services,  and its contents proved the parents weren't messing around, RocketNews24 reports via Curazy, Japan's BuzzFeed-style site.  As of October 4, 2015, your father, Yoshikazu Hasegawa, and mother, Chiaki Hasegawa, have completed their duties of raising their child: you, Yuma Hasegawa,  the letter reads, per a RocketNews24 translation.  Going forward, please become a proper and responsible member of society, like your father and mother.  It then offers a bulleted list of advice for the new adult, including that Yuma pay into his pension,  not drive while intoxicated,  and discuss any future possible wife with them or they  may not emotionally accept  her. They also mention the $168 they expect for rent and other household expenses and note that  should you ask for a loan from your parents, interest will be charged.   Please enjoy your life as an adult,  the note ends. Meanwhile, Yuma insists his parents are just joshing (kind of) and that he's been contributing monetarily to the household since last year. (Centenarians probably won't be getting fancy birthday gifts in Japan anymore.)","Mom, Dad to [MASK]-Year-Old: Happy Birthday, We're Done",20,20,Copy(20),"{
  ""ans"": ""20""
}"
"(May 18, 2008  1:02 PM CDT) As the death toll in Monday's 7.9 magnitude earthquake hit 32500, China declared 3 days of national mourning beginning tomorrow, reports Reuters. The Olympic torch relay will pause for the duration. Rescue efforts are still under way in devastated Sichuan province, but hopes are waning of recovering any of the estimated 9500 still missing. A handful of people have been found alive amid the rubble in past days, but  Generally by this stage the likelihood of survival is low,  says a Japanese rescuer.  They say they have been finding some in Beichuan and we'll certainly keep trying.  President Hu Jintao promised  every effort to save people once there is the slightest hope.","China Orders [MASK] Days of Mourning, Will Halt Torch",3,3,Copy(3),"{""ans"": ""3""}"
"(Mar 3, 2008  3:25 PM) Acclaimed guitarist Jeff Healey died of cancer at 41 yesterday after battling the disease throughout his life, the Globe and Mail reports. Healey, who lost his eyesight as a child to retinoblastoma, a rare form of cancer, sold more than a million albums in the US, racking up hits such as  Angel Eyes,   See the Light,  and a cover of the Beatles'  While My Guitar Gently Weeps.   He was a virtuoso guitar player, and they don't come along every five minutes,  said Healey's publicist.  He had an enormous range of musical genres he could play with great skill.  Healey taught himself to play the guitar as a child, when he developed his distinctive technique of  holding the instrument on his lap, the AP reports. He had been planning to tour this spring in support of a new album,  Mess of Blues.",Blind Guitarist Healey Dead at [MASK],41,41,Copy(41),"{
  ""ans"": ""41""
}"
"(Oct 14, 2013  2:59 AM CDT) Some 15 years after tobacco companies agreed to cough up billions of dollars in fines to settle health-care lawsuits nationwide, the details on how state governments have used the cash are pretty hazy, NPR finds. More than $100 billion has been paid out so far, with more than $100 billion yet to come, but while the Centers for Disease Control and Prevention recommended that at least 14% of the cash go toward anti-smoking programs, experts say it has been hard to persuade state governments to spend much on smoking prevention and most of the cash has been spent elsewhere.  What states have actually done has fluctuated year by year ... but it's never come close to 14%,  says a tobacco industry analyst.  There are some fairly notorious cases of money being used for fixing potholes, for tax relief, [and] for financial assistance for tobacco farmers.  Despite the lack of spending, smoking rates have dropped by around a quarter in the 15 years since the landmark settlement--but Big Tobacco hasn't exactly struggled financially.  When you are supplying the most widely used addictive product in the world, you have certain advantages,  says the analyst.  Their cash flows remain enormous.","[MASK] Years on, Cash From Tobacco Suit Is Elusive",15,15,Copy(15),"{
  ""ans"": ""15""
}"
"(Sep 8, 2016  5:00 PM CDT) An  exciting art world jigsaw puzzle  is nearly complete after the third piece of a painting by Belgian artist Rene Magritte missing for more than 80 years was recently discovered hiding at the Norwich Castle Museum and Art Gallery in Britain, the Guardian reports. Magritte's The Enchanted Pose was part of a 1927 exhibition, but no one purchased it, and it was returned to Magritte. Since 1932, its whereabouts have been unknown, leaving behind only a single black-and-white photograph as evidence. In 2013, two pieces of The Enchanted Pose--which shows two nude women standing next to each other--were discovered hidden beneath other Magritte paintings in the US and Sweden. The discovery of the third piece, the lower right corner, was announced Thursday. The new piece of The Enchanted Pose was discovered by art conservator Alice Tavares da Silva, who was inspecting a Magritte painting called The Human Condition before it was loaned out to another museum. She discovered paint on the side of the canvas under the frame that didn't match the painting itself. Artnet News reports it's rare for a Magritte work to have paint on the edges. An X-ray of The Human Condition revealed it was painted over a piece of The Enchanted Pose. Tavares da Silva calls it a  hugely exciting discovery.  According to the Norfolk Eastern Daily Press, it now appears Magritte cut The Enchanted Pose into four equal pieces for unknown reasons, then painted over them. But there's still one piece of the puzzle missing. (A Degas painting panned as discolored hid secret image.)",Art World Has Nearly Solved [MASK]-Year-Old Jigsaw Puzzle,80,80,Copy(80),"{
  ""ans"": ""80""
}"
"(Apr 22, 2010  7:24 AM CDT) A color-changing flying frog, a slug that fires  love darts  into potential mates during courtship, and the world's longest insect are among the 123 new species discovered in central Borneo over the last three years. The World Wildlife Fund has issued a report on the amazing finds to mark Earth Day and celebrate the success of a project to conserve the  Heart of Borneo  region, NBC reports. Scientists say untold numbers of species still remain to be found in the remoter parts of the rainforest region Charles Darwin called  one great luxuriant hothouse made by nature for herself.  The WWF warns, however, that it will be a huge challenge to continue preserving the area--which is split between Brunei, Indonesia, and Malaysia--by protecting it from loggers and developers.",[MASK] Quirky New Species Found in Borneo,123,123,Copy(123),"{""ans"": 123}"
"(Aug 25, 2008  2:12 PM CDT) Comebacks always have a price tag attached, and for former Giants defensive end Michael Strahan, it'd take $8 million to lure him out of his 77-day retirement, a source tells the New York Daily News.  If the Giants make a sincere overture, it's a good chance that Strahan would consider coming back,  the source says. With Osi Umenyiora out of commission for the season thanks to a knee injury, the Giants are hurting on defense--though Strahan, who's secured a broadcasting gig with Fox for this season, would want more than the $6.5 million he was offered last spring. Strahan's agent wouldn't rule out the possibility:  I'm sure Michael is happy with Fox, but he obviously loves the Giants, too.",Giants Could Tempt Retired Strahan Back--for $[MASK]M,8,8,Copy(8),"{""ans"": 8}"
"(Apr 26, 2016  10:58 AM CDT) LeeAdianez Rodriguez, known as Lee to those close to her, was running late and just made it Sunday to the start of the 5K race she had signed up for in Rochester, NY, the Democrat and Chronicle reports. But at some point during her run, the 12-year-old started wondering why the route seemed to be taking forever. At around the halfway point, she found out why, the AP notes: She had jumped into the wrong race and was running a half-marathon (13.1 miles) instead, about 10 more miles than she had planned. Taking into account how many miles she had already put behind her--and not realizing her mom had alerted police when her daughter hadn't shown up at the 5K finish line--the sixth-grader decided to keep going and finished the race with a time of 2:43:31. That gave her 1885th place out of 2111 runners, but made her one of the youngest to pull off the feat.  I don't even know how she did it,  her mom tells the paper.  I'm so proud of her.  Lee only started training for the 5K about two months ago, WHEC notes. (A teen took a wrong turn during a Philly half-marathon--and ended up running a full one.)",[MASK]-Year-Old Finishes Half-Marathon --by Mistake,12,12,Copy(12),"{
  ""ans"": ""12""
}"
"(May 31, 2009  11:36 AM CDT) Ironically, Dick Cheney and Condoleezza Rice have defended their post-9/11 decisions by appealing for empathy, arguing that only those in charge on that bleak day could understand.  I have little sympathy for this argument,  Richard Clarke, who was there, retorts in a withering piece for the Washington Post, blaming them for ignoring pre-9/11 intel warning of an imminent al-Qaeda attack. On interrogation techniques, terror suspect detention, and wiretapping, the Bush administration feared new attacks, so they  authorized the most extreme measures available  and prioritized winning a second term above exposing the truth, says Clarke, a counter-terrorism official under Presidents Clinton and Bush. Cheney and Rice  may have been surprised by the attacks, but it was because they had not listened.",Save the Trauma Excuses: You Failed on [MASK],11-Sep,11-Sep,Copy(9/11),"{
  ""ans"": ""9/11""
}"
"(Dec 24, 2008  11:57 PM) Jimmy Clausen set Notre Dame bowl records with 406 yards passing and five touchdowns to lead the Irish to their first postseason victory in 15 years--a 49-21 shellacking of Hawaii in the Hawaii Bowl. Golden Tate had six catches for 177 yards and three touchdowns, including a 69-yarder that sparked a 28-point outburst to help the Fighting Irish (7-6) end their NCAA-record bowl losing steak at nine. With coach Charlie Weis calling the plays from the coaches box for the first time because of knee problems that required him to use crutches, the Irish were unstoppable. The offense scored at will. The blitzing defense shutdown Hawaii's run-and-shoot. And the special teams wasn't too shabby, either. Notre Dame's victory was its first in the postseason since it beat Texas A&M in the Cotton Bowl to end the 1993 season. The Irish also avoided consecutive losing seasons.",Notre Dame Ends [MASK]-Year Bowl Drought,15,15,Copy(15),"{""ans"": ""15""}"
"(Dec 4, 2015  2:21 AM) Mark Zuckerberg announced the birth of his baby daughter and a $45 billion giveaway on the same day this week, and he's had to do a little more explaining about the latter. In a Facebook post on Thursday, Zuckerberg explains that Chan Zuckerberg Initiative LLC, the entity he's donating 99% of his Facebook shares to, is being set up as a limited liability company instead of a traditional foundation so it can engage in actions like  funding non-profit organizations, making private investments, and participating in policy debates,  reports TechCrunch, which notes that some critics accused Zuckerberg of having ulterior motives or said the move could be  a big waste.  The initiative will focus on  personalized learning, curing disease, connecting people and building strong communities,  building on previous investments in  education, science, health, Internet access, and inclusion,  Zuckerberg explained. He also addressed concerns that the donation--equivalent to the GDP of Serbia, or around $38 for every Facebook user--could be some kind of tax dodge, explaining that  we receive no tax benefit from transferring our shares to the Chan Zuckerberg Initiative, but we gain flexibility to execute our mission more effectively  and that if he wanted to avoid tax, it would have been far more effective to set up a traditional charity, the Verge reports. (A ProPublica piece calls the initiative a  tax vehicle. )",Zuckerberg: Here's How I'm Spending $[MASK]B,45,45,Copy(45),"{
  ""ans"": ""45""
}"
"(Jan 3, 2019  1:04 PM) Martin O'Malley, who staged his own  long-shot presidential  campaign, as he calls it, in 2016, reveals his pick for 2020: Beto O'Rourke. In a Des Moines Register column, the former governor of Maryland says he hopes the former Democratic congressman who staged a  courageous run for US Senate in Texas  last year, ultimately losing to incumbent Ted Cruz, runs for the White House. Back in 2016,  America wasn't in the mood for new leadership. We were in a mood of anger, rage and retribution. And in this mood, Donald Trump's candidacy rose,  O'Malley writes. But now, things have changed:  People are looking for a new leader who can bring us together.  He recounts the two years he spent campaigning with more than 120 Democratic candidates in more than 30 states at every level of government and his finding that  voters were clearly longing for new leadership.  It's impressive that O'Rourke came so close to beating Cruz in Texas, and O'Malley believes the country would embrace O'Rourke if he were to run for president.  Because he is of a new generation, O'Rourke understands that a new way of governing--with openness, transparency, and performance--is called for to tackle our problems in the Information Age,  O'Malley writes. As Politico explains, there had been rumors O'Malley himself would run again in 2020, but he makes it clear in his column (read it in full here) he will not. (O'Rourke has been polling near the top of the pack of potential 2020 Democratic presidential contenders.)",Martin O'Malley: I'm Not Running in [MASK]. Here's Who Should,2020,2020,Copy(2020),"{
  ""ans"": 2020
}"
"(Jun 18, 2010  8:31 AM CDT) Jose Saramago, the author of Blindness who became the first Portuguese-language winner of the Nobel Literature prize, has died at 87, his publisher said today, adding that the author's health had worsened after a recent illness. Saramago was an outspoken man who antagonized many, and saw his popularity at home dampened by his unflinching support for Communism, blunt manner, and sometimes difficult prose styl  People used to say about me, 'He's good but he's a Communist.' Now they say, 'He's a Communist but he's good,'  he said in a 1998 interview with the AP. International critical acclaim came late in his life, starting with his 1982 historical fantasy Memorial do Convento, published in English in 1988 as Baltasar and Blimunda. He was frequently compared to Gabriel Garcia Marquez and his writing is often described as realism tinged with Latin-American mysticism, particularly for his technique of confronting historical personages with fictional characters.",Novelist Jose Saramago Dead at [MASK],87,87,Copy(87),"{
  ""ans"": ""87""
}"
"(Feb 28, 2017  10:56 AM) In what is believed to be the first case of its kind, a 38-year-old man has been sentenced to time behind bars because he lost control of his drone. Paul Skinner, who owns an aerial photography business in Washington state, was found guilty of reckless endangerment in January and handed a $500 fine plus 30 days in jail in Seattle Municipal Court on Friday after an incident during Seattle's Pride Parade in 2015, per the BBC. Skinner's drone--about 18 inches square and weighing two pounds, per Engadget--flew into a building, then dropped onto a crowd of people below, knocking a woman unconscious and leaving her with a concussion, reports the Seattle Times. A man also suffered minor bruises. Judge Willie Gregory acknowledged Skinner hadn't meant to hurt anyone but said he  put people in danger of being injured.  A prosecutor added drone  operators should know that we will continue to go after them when they disregard public safety.  But Skinner's lawyer, who plans to appeal, tells the Times his client is being made an example of--a drone expert told the court he wasn't aware of a similar case involving a drone hobbyist sentenced to jail time--and his sentence is  too severe.  With or without an appeal, Skinner will need to complete a drone safety course. A hearing scheduled for May will also determine how much restitution should be paid to the woman he injured. (Tigers destroyed a drone that appeared in their midst.)","Guy Crashes Drone, Gets [MASK] Days in Jail",30,30,Copy(30),"{
  ""ans"": 30
}"
"(Apr 19, 2018  7:45 AM CDT) A Michigan couple with 13 sons has welcomed a 14th boy into the family. The Grand Rapids Press reports Jay and Kateri Schwandt's latest addition was born Wednesday evening, five days before the baby's expected due date. As with their last few children, the couple decided against learning the baby's sex before the birth. A genetics expert previously put the chance of having even 12 sons in a row at .02%. The Schwandts live in Rockford, north of Grand Rapids, and their eldest son is in his 20s. The new arrival weighs 8 pounds, 4 ounces and is 21 inches long, per the AP.",Couple With [MASK] Sons Just Had Another Baby,13,14,Copy(13),"{""ans"": ""14""}"
"(Dec 4, 2011  2:48 PM) Despite the fact that it's downright terrible and may also cause you to have a seizure, the latest Twilight movie apparently isn't going anywhere. Breaking Dawn grabbed the No. 1 box office spot for the third straight weekend, the LA Times reports, pulling in another $16.9 million. In the 17 days it's been out, the movie has grossed $247.3 million in North America; the third Twilight installment made slightly more during the same period in 2009.",'Twilight: Breaking Dawn' No. [MASK] at Box Office for Third Straight Weekend,1,1,Copy(1),"{""ans"": ""1""}"
"(Aug 23, 2008  8:59 AM CDT) The US men's and women's teams swept the 1600-meter relays today, ending a string of frustrations for the Americans that included dropped batons in two earlier races. For the women, Sanya Richards anchored her team in a come-from-behind victory over Russia in 3:18.54, the world's fastest time since 1993. On the men's side, Jeremy Wariner crossed the line 12 strides ahead of Christopher Brown of the Bahamas, finishing in 2:55.39 to break the Olympic record by 0.35 second.  To end it with an Olympic record after everything those guys have been through, that shows you they care about representing America,  said US men's coach Bubba Thornton.  They wanted to end it with a good dose of good ol' American apple pie.","US Finishes Strong, Sweeps [MASK] Relays",1600,1600-meter,Copy(1600),"{""ans"": ""1600-meter""}"
"(Jan 17, 2020  2:50 PM) Passengers arriving at three US airports from a city in China will be screened for a new type of coronavirus starting Friday. The CDC is dispatching about 100 people to help staff the quarantine stations at New York's JFK and the Los Angeles and San Francisco international airports, the Hill reports. The screenings will apply to travelers from Wuhan, where the outbreak began. The CDC said its response could change as it learns more from its investigation of the virus. Scientists around the world are studying its genome sequence in the effort to understand it. Two people, both men in their 60s, have died in the outbreak, per CNN. At least 40 in central China have become ill, and the virus has spread to Japan and Thailand. The virus can cause fever and coughing as well as serious outcomes such as kidney failure. It's in the same family as the respiratory conditions SARS and MERS but apparently less dangerous, experts said. The risk of Americans contracting the virus is low at this stage, the CDC said. Asia also is on alert, with hundreds of millions of Chinese planning to travel during the new year period; the Lunar New Year is Jan. 25. (In Japan, a visitor to Wuhan returned home with the illness.)",Travelers at [MASK] US Airports to Be Screened for New Virus,3,3,Trans(three),"{
  ""ans"": 3
}"
"(Jan 20, 2014  4:19 PM) Scientists have seen a tendril of dark matter for the first time, and all it took was a  cosmic flashlight.  Using the Keck telescope in Hawaii, a scientific team spotted the dark matter in a gas cloud illuminated by the radiation of a distant quasar, the BBC reports.  The light from the quasar is like a flashlight beam,  said Sebastiano Cantalupo, lead author of the report. Lit by that beam, the glowing hydrogen of the gas cloud traced out the dark matter lying behind it. This all supports a theory that galaxies are wrapped up in filaments of gas that stretch across space like a web, National Geographic reports. About 85% of the web is said to be dark matter, Nature World News explains, and galaxies sit like spiders on intersections of the web. Gravity is what keeps us, and all matter, sitting on these filaments, and now one has actually been observed. It's  giving us the first picture of extended gas between galaxies,  co-author J. Xavier Prochaska tells The Space Reporter.  It provides a terrific insight into the overall structure of our universe.",Dark Matter's 'Cosmic Web' Spotted for [MASK]st Time,1,1,Trans(first),"{""ans"": 1}"
"(Dec 30, 2012  5:02 PM) Nine people were killed and more than two dozen injured when a charter bus veered out of control yesterday morning on an icy stretch of interstate in eastern Oregon and plunged a few hundred feet down an embankment. The bus, bound for Vancouver, Canada, from Las Vegas, crashed through a guardrail near the start of a notorious 7-mile section of road that winds down a hill. More than a dozen rescue workers descended the hill and used ropes to help retrieve people from the wreckage in freezing weather. The driver was among the survivors, but was too badly injured to speak to police. A police spokesman said the bus crashed along the west end of the Blue Mountains, and west of an area called Deadman Pass. The area is well known locally for its hazards, and the state transportation department advises truck drivers that  some of the most changeable and severe weather conditions in the Northwest  can lead to slick conditions and poor visibility. Drivers are urged to use  extreme caution and defensive driving techniques,  and warned that snow and black ice are common in the fall through the spring.","[MASK] Killed, Dozens Hurt in Oregon Tour Bus Crash",9,9,Trans(Nine),"{""ans"": 9}"
"(Jan 30, 2012  2:26 AM) Three Afghan-Canadians were convicted yesterday of the so-called  honor killing  of four members of their family, in a case that has shocked much of the country with its scope and cold-bloodedness, reports the Globe and Mail. Mohammad Shafia, his second wife, and their eldest son were found guilty of drowning the couple's three teenage daughters and Shafia's first wife. All face mandatory 25-year sentences with no chance for parole. The crimes represent a  sick notion of honor that has absolutely no place in any civilized society,  said the judge. All three continue to proclaim their innocence, despite wiretap evidence.  This is not just,  Shafia's second wife told the court.  I am not a murderer and I am a mother.  But the judge was unmoved.  It is difficult to conceive of a more despicable, more heinous crime,  he said.  The apparent reason behind these cold-blooded, shameful murders was that the four completely innocent victims offended your completely twisted concept of honor, a notion of honor that is founded upon the domination and control of women.","Family Guilty of 'Honor Killing' of [MASK] Daughters, First Wife",3,3,Trans(three),"{""ans"":3}"
"(May 6, 2009  7:09 AM CDT) More than one in five American homeowners owe more on their mortgages than their homes are worth, according to a new study. The increase in negative equity has been accompanied by new signs that first-time buyers are taking advantage of lower prices in the housing market. But as prices continue to fall, homeowners who face trouble can struggle to refinance or sell their homes, reports the Wall Street Journal. The jump in  underwater  homeowners, to 21.9%, poses yet another challenge to the Obama administration's efforts to stabilize the housing market. In February the government unveiled a plan to let homeowners with loans guaranteed by Fannie and Freddie refinance, but only if the loan is at maximum 105% of the house's value. With rising negative equity, officials said they may increase that limit.",[MASK] in 5 Homeowners Underwater,1,1,Trans(one),"{
  ""ans"": ""1""
}"
"(Jun 6, 2020  5:30 AM CDT) A man who spent nearly three decades behind bars, most of them on death row, after he was convicted at his second trial of killing a 4-year-old girl in Philadelphia was released Friday after prosecutors concluded he very likely didn't do it. Walter Ogrod left death row and the State Correctional Institution-Phoenix hours after his charges were reduced and he was granted bail in the 1988 death of Barbara Jean Horn. His lawyer, James Rollins, said Ogrod's first stop would be a relative's backyard barbecue.  He was very pleased and relieved to be out of prison,  Rollins said, per the AP.  He is very tired.  Ogrod's lawyers say police coerced a false confession from him in the death of Barbara Jean, who his defense lawyers say may have died of asphyxiation and not blows to the head, as prosecutors argued at trial.","After [MASK] Decades, Death Row Inmate Goes Free",3,30,Trans(three),"{
  ""ans"": ""30""
}"
